Company_ID,Industry,Company_Size,Annual_Revenue (M₺),Marketing_Spend (K₺),Campaign_Type,Leads_Generated,Conversion_Rate (%),Region,District,Last_Product_1,Last_Product_2,Frequency_of_Purchase,Days_Since_Last_Purchase,Contract_Status,Total_Purchases_Last_Year,Payment_Behavior,Preferred_Channel,Sales_Rep
C0308,"Mining, metals & minerals",Small,4.9,7,LinkedIn Ads,11,0.7,Konya,Meram,Process safety & automation,"Hose, tubing, fittings",Monthly,14,Active,9,Occasional delay,Sales Rep,H**** N*******
C0309,"Mining, metals & minerals",Small,8.6,12,SEM,4,1.4,Adana,Seyhan,"Hose, tubing, fittings",Process safety & automation,Monthly,16,Active,12,Occasional delay,Email,B**** K*******
C0310,Aerospace,Small,7.3,12,SEM,11,1.4,Zonguldak,Kozlu,Actuators & motion control,Electrical circuit protection,Monthly,5,Expired,11,On-time,Dealer,A**** Y*******
C0311,Machine building,Small,4.1,26,Content Marketing,3,1.3,Ankara,Yenimahalle,Actuators & motion control,Hydraulic motors & generators,Quarterly,85,Active,4,On-time,Dealer,D**** S*******
C0312,Healthcare,Small,2.7,23,LinkedIn Ads,9,0.2,Zonguldak,Eregli,Safety & emergency comms,Life support systems,Quarterly,94,Active,5,On-time,Sales Rep,D**** S*******
C0313,Space,Large,199.4,36,Trade Show,8,0.8,Bursa,Yildirim,Energy storage systems,Actuators & motion control,Monthly,29,Active,11,Occasional delay,Online,D**** S*******
C0314,Healthcare,Medium,25.5,19,Trade Show,8,0.9,Eskisehir,Tepebasi,Electronic components,Life support systems,Quarterly,73,Expired,5,On-time,Sales Rep,H**** N*******
C0315,Healthcare,Medium,18.2,37,SEM,7,0.5,Bursa,Yildirim,Life support systems,Electronic components,Quarterly,95,Active,3,On-time,Dealer,A**** Y*******
C0316,Buildings,Medium,31.7,23,Trade Show,10,0.4,Ankara,Yenimahalle,Conduit & cable management,Lighting & controls,Monthly,20,Active,11,On-time,Sales Rep,H**** N*******
C0317,Utilities,Small,6.2,27,Webinar,8,1.4,Konya,Meram,Utility & grid solutions,Low-voltage power systems,Quarterly,61,Active,3,On-time,Sales Rep,G**** R*******
C0318,Data centres,Small,8.7,17,Trade Show,12,0.6,Bursa,Nilufer,Low-voltage power systems,Energy storage systems,Monthly,8,Active,10,On-time,Online,G**** R*******
C0319,"Mining, metals & minerals",Small,7.5,27,Content Marketing,8,0.8,Istanbul,Kartal,Valves,"Hose, tubing, fittings",Yearly,296,Active,2,On-time,Dealer,D**** S*******
C0320,Vehicles,Small,2.5,13,LinkedIn Ads,11,1.0,Konya,Selcuklu,Engine solutions,Vehicle controls & automation,Monthly,30,Active,9,On-time,Online,E**** T*******
C0321,Aerospace,Small,2.7,6,Email,5,0.3,Izmir,Karsiyaka,Engine solutions,Actuators & motion control,Quarterly,72,Active,4,On-time,Online,D**** S*******
C0322,Space,Small,9.2,25,Webinar,8,1.5,Bursa,Nilufer,Actuators & motion control,Energy storage systems,Monthly,9,Active,15,On-time,Email,C**** D*******
C0323,Data centres,Medium,25.7,37,Trade Show,8,0.8,Zonguldak,Eregli,"Server racks, enclosures",Energy storage systems,Monthly,17,Expired,8,On-time,Online,C**** D*******
C0324,Space,Large,135.3,36,Content Marketing,4,1.2,Istanbul,Atasehir,Energy storage systems,Medium-voltage power systems,Occasionally,425,Active,2,Occasional delay,Sales Rep,D**** S*******
C0325,Healthcare,Small,8.6,6,Trade Show,3,0.9,Ankara,Cankaya,Safety & emergency comms,Life support systems,Yearly,352,Active,1,Occasional delay,Sales Rep,A**** Y*******
C0326,Oil & gas,Small,5.6,25,Trade Show,2,0.6,Istanbul,Kartal,Medium-voltage power systems,Fuel systems & emissions,Monthly,11,Active,11,Occasional delay,Sales Rep,D**** S*******
C0327,"Mining, metals & minerals",Medium,19.8,43,Content Marketing,3,0.7,Konya,Selcuklu,"Hose, tubing, fittings",Valves,Quarterly,67,Active,5,On-time,Dealer,F**** O*******
C0328,Residential,Medium,16.4,23,Trade Show,7,0.6,Zonguldak,Eregli,Conduit & cable management,Wiring devices & connectivity,Yearly,150,Active,1,On-time,Sales Rep,B**** K*******
C0329,Vehicles,Large,117.6,50,Content Marketing,8,1.2,Sakarya,Arifiye,Transmissions,Engine solutions,Monthly,27,Active,9,On-time,Online,F**** O*******
C0330,Machine building,Medium,28.4,19,SEM,2,1.1,Zonguldak,Kozlu,Actuators & motion control,Clutches and brakes,Quarterly,63,Active,4,On-time,Sales Rep,E**** T*******
C0331,Utilities,Small,2.3,27,Content Marketing,10,1.2,Izmir,Konak,Medium-voltage power systems,Low-voltage power systems,Monthly,29,Active,15,Occasional delay,Sales Rep,F**** O*******
C0332,Oil & gas,Small,6.7,30,Content Marketing,12,0.5,Kayseri,Kocasinan,Process safety & automation,Fuel systems & emissions,Quarterly,62,Pending,5,Late,Email,G**** R*******
C0333,Residential,Small,6.1,18,Webinar,4,0.1,Kayseri,Kocasinan,Electronic components,Wiring devices & connectivity,Yearly,333,Active,2,On-time,Sales Rep,C**** D*******
C0334,Buildings,Medium,15.0,17,Content Marketing,8,0.7,Zonguldak,Kozlu,Lighting & controls,Conduit & cable management,Quarterly,65,Active,3,On-time,Sales Rep,H**** N*******
C0335,Residential,Small,1.3,17,LinkedIn Ads,6,0.8,Antalya,Muratpasa,Electronic components,Conduit & cable management,Quarterly,90,Active,6,On-time,Dealer,B**** K*******
C0336,Machine building,Small,5.4,18,Trade Show,8,0.7,Sakarya,Arifiye,Clutches and brakes,Hydraulic motors & generators,Monthly,24,Active,15,On-time,Dealer,B**** K*******
C0337,Healthcare,Small,4.5,26,SEM,10,0.7,Izmir,Karsiyaka,Life support systems,Safety & emergency comms,Monthly,24,Active,10,On-time,Online,E**** T*******
C0338,Machine building,Large,69.1,41,SEM,4,0.4,Sakarya,Arifiye,Actuators & motion control,Hydraulic motors & generators,Yearly,192,Active,2,On-time,Sales Rep,F**** O*******
C0339,Space,Small,4.8,17,Content Marketing,5,0.5,Kocaeli,Gebze,Energy storage systems,Actuators & motion control,Occasionally,397,Pending,0,On-time,Sales Rep,B**** K*******
C0340,Utilities,Small,1.1,8,SEM,6,0.8,Ankara,Etimesgut,Low-voltage power systems,Medium-voltage power systems,Quarterly,85,Active,4,On-time,Email,H**** N*******
C0341,"Mining, metals & minerals",Small,1.9,28,Content Marketing,9,0.7,Konya,Selcuklu,Process safety & automation,Valves,Quarterly,74,Pending,4,On-time,Sales Rep,D**** S*******
C0342,Healthcare,Small,6.3,26,Webinar,6,1.2,Istanbul,Sariyer,Life support systems,Safety & emergency comms,Monthly,28,Active,12,Occasional delay,Dealer,D**** S*******
C0343,Healthcare,Medium,37.6,36,Email,6,0.6,Eskisehir,Odunpazari,Electronic components,Safety & emergency comms,Monthly,7,Active,13,On-time,Online,B**** K*******
C0344,Buildings,Small,7.7,26,Email,12,0.9,Istanbul,Atasehir,Conduit & cable management,Wiring devices & connectivity,Monthly,13,Pending,14,Occasional delay,Sales Rep,H**** N*******
C0345,Aerospace,Small,9.3,29,SEM,2,1.0,Konya,Meram,Engine solutions,Electrical circuit protection,Quarterly,74,Active,4,On-time,Sales Rep,B**** K*******
C0346,Buildings,Small,4.2,19,Email,11,0.7,Istanbul,Atasehir,Wiring devices & connectivity,Conduit & cable management,Yearly,151,Active,1,On-time,Dealer,E**** T*******
C0347,Vehicles,Small,3.7,7,LinkedIn Ads,4,0.7,Kocaeli,Korfez,Engine solutions,Vehicle controls & automation,Quarterly,95,Active,6,On-time,Sales Rep,H**** N*******
C0348,Machine building,Small,3.0,6,LinkedIn Ads,6,0.9,Istanbul,Beylikduzu,Actuators & motion control,Clutches and brakes,Quarterly,68,Expired,5,On-time,Dealer,F**** O*******
C0349,Aerospace,Large,156.1,28,SEM,12,0.7,Sakarya,Arifiye,Electrical circuit protection,Actuators & motion control,Quarterly,71,Active,5,On-time,Sales Rep,C**** D*******
C0350,Space,Medium,20.1,23,Trade Show,3,1.1,Konya,Selcuklu,Medium-voltage power systems,Actuators & motion control,Monthly,14,Active,12,On-time,Dealer,A**** Y*******
C0351,Utilities,Small,4.6,20,LinkedIn Ads,11,1.1,Konya,Selcuklu,Utility & grid solutions,Medium-voltage power systems,Monthly,8,Active,14,Late,Email,D**** S*******
C0352,Healthcare,Small,9.8,29,Webinar,3,0.6,Sakarya,Arifiye,Life support systems,Electronic components,Yearly,334,Active,1,On-time,Email,F**** O*******
C0353,"Mining, metals & minerals",Large,174.9,26,Content Marketing,3,0.5,Antalya,Kepez,Valves,"Hose, tubing, fittings",Monthly,14,Expired,15,On-time,Online,F**** O*******
C0354,Machine building,Small,3.7,6,Webinar,11,0.4,Istanbul,Kartal,Clutches and brakes,Actuators & motion control,Yearly,343,Active,1,On-time,Sales Rep,H**** N*******
C0355,Machine building,Small,5.0,14,LinkedIn Ads,10,1.1,Kayseri,Melikgazi,Clutches and brakes,Actuators & motion control,Monthly,23,Expired,14,On-time,Sales Rep,C**** D*******
C0356,"Mining, metals & minerals",Medium,15.8,23,LinkedIn Ads,9,1.2,Antalya,Kepez,Valves,"Hose, tubing, fittings",Quarterly,64,Active,3,On-time,Online,A**** Y*******
C0357,Aerospace,Small,2.8,21,LinkedIn Ads,2,0.7,Kocaeli,Izmit,Engine solutions,Electrical circuit protection,Yearly,255,Active,2,Occasional delay,Dealer,A**** Y*******
C0358,Space,Medium,23.4,31,Webinar,4,0.6,Zonguldak,Eregli,Actuators & motion control,Energy storage systems,Monthly,22,Active,8,On-time,Online,C**** D*******
C0359,Food & beverage,Small,9.3,23,LinkedIn Ads,9,0.7,Istanbul,Umraniye,Pumps,Valves,Monthly,11,Active,8,On-time,Sales Rep,F**** O*******
C0360,Utilities,Small,4.7,8,SEM,7,1.1,Bursa,Yildirim,Utility & grid solutions,Low-voltage power systems,Quarterly,88,Active,5,On-time,Sales Rep,A**** Y*******
C0361,Space,Small,7.3,12,SEM,9,0.7,Konya,Meram,Actuators & motion control,Energy storage systems,Monthly,7,Active,13,On-time,Online,A**** Y*******
C0362,Utilities,Large,116.9,47,SEM,9,0.7,Eskisehir,Odunpazari,Low-voltage power systems,Medium-voltage power systems,Monthly,11,Active,11,On-time,Email,E**** T*******
C0363,Utilities,Small,6.1,14,Webinar,6,0.8,Kayseri,Melikgazi,Medium-voltage power systems,Low-voltage power systems,Monthly,12,Active,8,On-time,Dealer,B**** K*******
C0364,Healthcare,Small,5.5,7,LinkedIn Ads,7,0.9,Konya,Selcuklu,Life support systems,Safety & emergency comms,Yearly,150,Pending,1,On-time,Dealer,A**** Y*******
C0365,Vehicles,Medium,33.4,16,Content Marketing,6,1.0,Adana,Seyhan,Transmissions,Engine solutions,Quarterly,75,Active,4,On-time,Sales Rep,A**** Y*******
C0366,Oil & gas,Small,5.0,8,Content Marketing,3,0.9,Bursa,Osmangazi,Medium-voltage power systems,Fuel systems & emissions,Quarterly,81,Pending,6,Occasional delay,Sales Rep,G**** R*******
C0367,Vehicles,Small,5.1,8,Email,2,1.0,Bursa,Nilufer,Engine solutions,Transmissions,Yearly,252,Active,2,On-time,Online,G**** R*******
C0368,Aerospace,Large,161.6,40,LinkedIn Ads,5,0.8,Konya,Meram,Engine solutions,Electrical circuit protection,Occasionally,190,Pending,2,On-time,Sales Rep,A**** Y*******
C0369,Data centres,Small,6.0,14,Content Marketing,2,0.8,Kayseri,Kocasinan,Energy storage systems,Low-voltage power systems,Quarterly,68,Active,6,On-time,Dealer,G**** R*******
C0370,Aerospace,Large,188.4,45,LinkedIn Ads,7,0.3,Zonguldak,Eregli,Engine solutions,Actuators & motion control,Yearly,180,Active,2,On-time,Sales Rep,F**** O*******
C0371,Oil & gas,Large,196.7,39,LinkedIn Ads,6,1.2,Adana,Seyhan,Process safety & automation,Fuel systems & emissions,Quarterly,81,Active,5,On-time,Sales Rep,C**** D*******
C0372,"Mining, metals & minerals",Small,3.7,9,Trade Show,3,1.2,Kayseri,Kocasinan,Process safety & automation,"Hose, tubing, fittings",Monthly,24,Active,14,On-time,Sales Rep,C**** D*******
C0373,Utilities,Small,9.8,24,Webinar,3,0.8,Konya,Selcuklu,Low-voltage power systems,Utility & grid solutions,Monthly,16,Active,11,Occasional delay,Dealer,C**** D*******
C0374,Healthcare,Medium,49.8,30,LinkedIn Ads,8,0.7,Antalya,Kepez,Life support systems,Electronic components,Quarterly,94,Active,3,On-time,Dealer,A**** Y*******
C0375,Buildings,Medium,10.4,32,Trade Show,2,0.5,Sakarya,Serdivan,Lighting & controls,Conduit & cable management,Yearly,219,Active,1,On-time,Sales Rep,H**** N*******
C0376,Oil & gas,Large,156.9,46,Email,12,0.8,Sakarya,Serdivan,Fuel systems & emissions,Medium-voltage power systems,Quarterly,82,Expired,3,On-time,Sales Rep,E**** T*******
C0377,Utilities,Small,4.6,6,Content Marketing,5,1.0,Adana,Ceyhan,Medium-voltage power systems,Utility & grid solutions,Quarterly,85,Pending,3,On-time,Sales Rep,G**** R*******
C0378,Vehicles,Small,2.6,29,Email,8,1.0,Kocaeli,Gebze,Vehicle controls & automation,Transmissions,Quarterly,90,Active,5,Occasional delay,Dealer,C**** D*******
C0379,"Mining, metals & minerals",Small,2.9,11,SEM,3,0.7,Konya,Meram,"Hose, tubing, fittings",Valves,Monthly,29,Pending,10,On-time,Sales Rep,B**** K*******
C0380,Data centres,Small,9.3,22,SEM,7,0.6,Izmir,Bornova,"Server racks, enclosures",Low-voltage power systems,Occasionally,437,Pending,1,On-time,Online,C**** D*******
C0381,Residential,Small,5.1,26,Webinar,2,0.7,Adana,Ceyhan,Wiring devices & connectivity,Electronic components,Quarterly,86,Pending,3,On-time,Dealer,E**** T*******
C0382,Oil & gas,Large,123.3,49,Trade Show,7,1.0,Bursa,Nilufer,Process safety & automation,Fuel systems & emissions,Yearly,339,Pending,1,On-time,Sales Rep,H**** N*******
C0383,Data centres,Medium,25.3,26,Content Marketing,2,0.8,Kocaeli,Gebze,Energy storage systems,"Server racks, enclosures",Monthly,21,Active,12,On-time,Sales Rep,F**** O*******
C0384,Aerospace,Small,4.8,16,SEM,11,1.2,Konya,Selcuklu,Actuators & motion control,Electrical circuit protection,Monthly,15,Active,13,On-time,Sales Rep,G**** R*******
C0385,Machine building,Small,3.6,11,SEM,8,0.5,Kocaeli,Gebze,Hydraulic motors & generators,Clutches and brakes,Occasionally,404,Pending,1,On-time,Dealer,H**** N*******
C0386,"Mining, metals & minerals",Medium,48.7,29,Content Marketing,10,0.8,Adana,Seyhan,Valves,"Hose, tubing, fittings",Monthly,17,Active,14,On-time,Sales Rep,G**** R*******
C0387,Food & beverage,Medium,34.6,33,Email,8,1.1,Eskisehir,Tepebasi,Filtration solutions,Valves,Monthly,17,Active,11,On-time,Online,G**** R*******
C0388,Data centres,Large,97.3,41,Content Marketing,12,1.0,Istanbul,Sariyer,Low-voltage power systems,Energy storage systems,Occasionally,417,Pending,1,On-time,Email,E**** T*******
C0389,Utilities,Medium,33.3,35,Webinar,7,1.0,Eskisehir,Tepebasi,Low-voltage power systems,Medium-voltage power systems,Monthly,16,Active,14,On-time,Sales Rep,D**** S*******
C0390,Buildings,Medium,20.8,19,Webinar,10,0.8,Antalya,Kepez,Conduit & cable management,Wiring devices & connectivity,Monthly,29,Active,15,On-time,Online,B**** K*******
C0391,Healthcare,Medium,32.5,18,Webinar,7,0.8,Ankara,Etimesgut,Electronic components,Safety & emergency comms,Occasionally,283,Active,0,On-time,Online,G**** R*******
C0392,Machine building,Small,9.2,10,Webinar,5,0.7,Ankara,Cankaya,Actuators & motion control,Hydraulic motors & generators,Monthly,16,Expired,13,On-time,Online,B**** K*******
C0393,Utilities,Small,9.4,24,Webinar,7,0.8,Adana,Seyhan,Utility & grid solutions,Low-voltage power systems,Quarterly,80,Active,6,On-time,Dealer,C**** D*******
C0394,Oil & gas,Small,5.4,26,Trade Show,11,1.1,Zonguldak,Eregli,Fuel systems & emissions,Process safety & automation,Monthly,21,Active,11,Occasional delay,Sales Rep,G**** R*******
C0395,Aerospace,Large,145.1,26,SEM,5,0.9,Zonguldak,Kozlu,Actuators & motion control,Engine solutions,Quarterly,83,Pending,6,On-time,Sales Rep,E**** T*******
C0396,Buildings,Small,5.8,23,Trade Show,8,0.8,Antalya,Muratpasa,Lighting & controls,Wiring devices & connectivity,Quarterly,78,Active,5,Occasional delay,Dealer,F**** O*******
C0397,Machine building,Small,1.7,11,LinkedIn Ads,4,0.9,Konya,Selcuklu,Clutches and brakes,Actuators & motion control,Monthly,11,Active,8,On-time,Dealer,B**** K*******
C0398,Utilities,Small,5.7,20,Webinar,12,0.8,Istanbul,Atasehir,Medium-voltage power systems,Low-voltage power systems,Monthly,30,Active,12,On-time,Sales Rep,F**** O*******
C0399,Food & beverage,Medium,14.7,25,Content Marketing,2,0.9,Adana,Seyhan,Filtration solutions,Valves,Monthly,12,Active,15,On-time,Email,F**** O*******
C0400,Machine building,Small,5.2,6,Webinar,9,0.6,Izmir,Konak,Hydraulic motors & generators,Clutches and brakes,Quarterly,89,Active,5,On-time,Sales Rep,E**** T*******
C0401,Oil & gas,Small,6.4,14,LinkedIn Ads,11,0.8,Adana,Seyhan,Fuel systems & emissions,Medium-voltage power systems,Monthly,27,Pending,10,On-time,Sales Rep,F**** O*******
C0402,Residential,Small,4.3,18,Trade Show,7,0.4,Kocaeli,Korfez,Electronic components,Conduit & cable management,Quarterly,95,Pending,4,On-time,Dealer,G**** R*******
C0403,Food & beverage,Small,7.0,18,Trade Show,10,1.4,Izmir,Konak,Valves,Filtration solutions,Quarterly,62,Active,6,On-time,Online,B**** K*******
C0404,Residential,Medium,13.6,25,Content Marketing,3,0.5,Kayseri,Kocasinan,Wiring devices & connectivity,Electronic components,Monthly,14,Active,12,On-time,Sales Rep,B**** K*******
C0405,"Mining, metals & minerals",Small,1.7,28,Webinar,2,1.1,Kayseri,Kocasinan,"Hose, tubing, fittings",Process safety & automation,Yearly,204,Active,1,On-time,Online,B**** K*******
C0406,Aerospace,Small,8.8,13,LinkedIn Ads,4,0.9,Bursa,Nilufer,Actuators & motion control,Engine solutions,Yearly,291,Active,2,Occasional delay,Dealer,H**** N*******
C0407,Aerospace,Small,8.3,12,Content Marketing,10,1.2,Istanbul,Sariyer,Engine solutions,Actuators & motion control,Monthly,23,Active,11,On-time,Dealer,H**** N*******
C0408,Vehicles,Small,1.1,9,Trade Show,2,0.7,Izmir,Bornova,Vehicle controls & automation,Engine solutions,Yearly,314,Active,1,On-time,Sales Rep,E**** T*******
C0409,Buildings,Medium,28.4,43,Content Marketing,6,1.0,Ankara,Cankaya,Wiring devices & connectivity,Lighting & controls,Monthly,6,Active,15,On-time,Dealer,A**** Y*******
C0410,Space,Large,155.1,35,Email,11,0.8,Kocaeli,Gebze,Energy storage systems,Actuators & motion control,Quarterly,82,Active,6,Occasional delay,Dealer,G**** R*******
C0411,Aerospace,Small,6.4,7,LinkedIn Ads,5,1.0,Eskisehir,Odunpazari,Actuators & motion control,Engine solutions,Monthly,8,Active,13,On-time,Online,F**** O*******
C0412,Buildings,Small,2.2,16,Content Marketing,5,0.7,Eskisehir,Tepebasi,Wiring devices & connectivity,Conduit & cable management,Yearly,273,Pending,2,On-time,Online,F**** O*******
C0413,Aerospace,Small,3.3,11,Email,2,0.9,Sakarya,Serdivan,Actuators & motion control,Electrical circuit protection,Monthly,21,Expired,14,Occasional delay,Dealer,B**** K*******
C0414,Aerospace,Small,8.3,18,LinkedIn Ads,10,0.5,Izmir,Bornova,Engine solutions,Actuators & motion control,Yearly,353,Expired,2,Occasional delay,Online,B**** K*******
C0415,Buildings,Small,2.1,29,Trade Show,9,0.7,Izmir,Konak,Lighting & controls,Conduit & cable management,Monthly,15,Active,12,On-time,Dealer,B**** K*******
C0416,Space,Small,4.0,26,Webinar,5,1.0,Eskisehir,Tepebasi,Energy storage systems,Medium-voltage power systems,Yearly,294,Pending,1,On-time,Sales Rep,C**** D*******
C0417,Oil & gas,Small,4.3,11,LinkedIn Ads,10,1.0,Konya,Meram,Fuel systems & emissions,Medium-voltage power systems,Monthly,13,Active,11,On-time,Online,H**** N*******
C0418,Oil & gas,Small,5.3,10,Trade Show,10,0.5,Istanbul,Sariyer,Process safety & automation,Medium-voltage power systems,Monthly,8,Pending,10,On-time,Email,D**** S*******
C0419,Data centres,Small,5.1,28,LinkedIn Ads,2,0.3,Izmir,Karsiyaka,Energy storage systems,"Server racks, enclosures",Monthly,7,Pending,10,On-time,Sales Rep,F**** O*******
C0420,Healthcare,Small,1.5,28,Content Marketing,9,0.7,Bursa,Yildirim,Life support systems,Safety & emergency comms,Quarterly,89,Pending,6,On-time,Online,D**** S*******
C0421,Residential,Small,3.5,23,Content Marketing,11,0.1,Antalya,Kepez,Conduit & cable management,Electronic components,Quarterly,81,Pending,3,Occasional delay,Dealer,D**** S*******
C0422,Aerospace,Medium,15.5,41,LinkedIn Ads,2,0.7,Kayseri,Kocasinan,Actuators & motion control,Engine solutions,Monthly,16,Active,11,On-time,Dealer,G**** R*******
C0423,Aerospace,Small,4.6,29,Webinar,8,0.7,Zonguldak,Kozlu,Electrical circuit protection,Actuators & motion control,Monthly,18,Active,15,On-time,Dealer,C**** D*******
C0424,Residential,Small,2.2,22,Email,10,1.2,Ankara,Cankaya,Electronic components,Wiring devices & connectivity,Monthly,27,Active,12,On-time,Sales Rep,D**** S*******
C0425,Aerospace,Small,1.8,28,SEM,11,1.2,Kayseri,Melikgazi,Electrical circuit protection,Engine solutions,Monthly,21,Pending,12,On-time,Sales Rep,C**** D*******
C0426,"Mining, metals & minerals",Small,2.9,11,LinkedIn Ads,8,0.3,Zonguldak,Kozlu,Process safety & automation,Valves,Yearly,158,Active,1,On-time,Online,F**** O*******
C0427,Data centres,Medium,34.2,16,Email,9,1.0,Eskisehir,Odunpazari,Low-voltage power systems,Energy storage systems,Quarterly,70,Expired,6,Late,Sales Rep,G**** R*******
C0428,Healthcare,Small,6.8,9,Content Marketing,2,0.5,Istanbul,Sariyer,Safety & emergency comms,Electronic components,Quarterly,67,Active,3,Late,Dealer,F**** O*******
C0429,Aerospace,Small,6.0,15,Content Marketing,9,0.1,Adana,Seyhan,Electrical circuit protection,Engine solutions,Monthly,14,Active,10,On-time,Sales Rep,F**** O*******
C0430,Space,Medium,12.3,41,Content Marketing,13,0.6,Ankara,Mamak,Energy storage systems,Actuators & motion control,Monthly,17,Active,15,On-time,Sales Rep,C**** D*******
C0431,Vehicles,Small,1.4,13,Webinar,8,0.3,Zonguldak,Eregli,Engine solutions,Transmissions,Quarterly,69,Expired,6,Occasional delay,Sales Rep,C**** D*******
C0432,Healthcare,Small,9.2,25,Content Marketing,8,1.0,Adana,Seyhan,Safety & emergency comms,Electronic components,Yearly,328,Active,2,Occasional delay,Sales Rep,A**** Y*******
C0433,Utilities,Medium,46.5,31,Webinar,11,1.0,Antalya,Konyaalti,Medium-voltage power systems,Low-voltage power systems,Monthly,29,Active,10,Occasional delay,Dealer,E**** T*******
C0434,Food & beverage,Small,3.2,12,SEM,7,1.2,Bursa,Osmangazi,Pumps,Filtration solutions,Quarterly,93,Active,4,On-time,Dealer,A**** Y*******
C0435,Oil & gas,Small,7.8,12,SEM,4,0.6,Adana,Seyhan,Process safety & automation,Medium-voltage power systems,Occasionally,417,Active,1,On-time,Sales Rep,D**** S*******
C0436,Utilities,Medium,19.1,33,Email,7,1.2,Eskisehir,Odunpazari,Low-voltage power systems,Medium-voltage power systems,Quarterly,84,Active,4,On-time,Online,G**** R*******
C0437,Data centres,Small,3.4,23,Webinar,2,0.6,Bursa,Nilufer,Energy storage systems,"Server racks, enclosures",Yearly,172,Active,2,Occasional delay,Online,C**** D*******
C0438,Residential,Small,1.1,19,Content Marketing,11,0.3,Kocaeli,Gebze,Conduit & cable management,Electronic components,Yearly,153,Expired,1,On-time,Sales Rep,E**** T*******
C0439,Space,Small,4.0,17,LinkedIn Ads,10,1.2,Zonguldak,Eregli,Energy storage systems,Actuators & motion control,Quarterly,86,Active,3,On-time,Online,B**** K*******
C0440,Food & beverage,Medium,46.6,42,Webinar,2,0.7,Bursa,Yildirim,Valves,Pumps,Occasionally,200,Pending,0,On-time,Online,F**** O*******
C0441,Oil & gas,Medium,13.2,28,LinkedIn Ads,6,0.9,Antalya,Muratpasa,Process safety & automation,Fuel systems & emissions,Yearly,182,Active,2,On-time,Online,E**** T*******
C0442,Residential,Small,3.6,29,Webinar,10,0.6,Istanbul,Sariyer,Wiring devices & connectivity,Electronic components,Quarterly,62,Active,3,On-time,Email,A**** Y*******
C0443,Food & beverage,Small,7.0,7,LinkedIn Ads,5,0.4,Eskisehir,Tepebasi,Filtration solutions,Valves,Yearly,288,Active,1,On-time,Email,H**** N*******
C0444,Aerospace,Small,8.8,11,Webinar,4,0.7,Kayseri,Kocasinan,Electrical circuit protection,Engine solutions,Monthly,30,Active,14,On-time,Sales Rep,A**** Y*******
C0445,Data centres,Small,4.2,11,Email,5,1.4,Istanbul,Atasehir,Low-voltage power systems,Energy storage systems,Monthly,7,Active,8,On-time,Online,C**** D*******
C0446,Aerospace,Small,2.5,30,Email,11,0.5,Kocaeli,Korfez,Actuators & motion control,Engine solutions,Yearly,305,Active,1,On-time,Sales Rep,H**** N*******
C0447,Residential,Small,2.7,28,SEM,11,0.4,Adana,Ceyhan,Wiring devices & connectivity,Conduit & cable management,Monthly,17,Active,10,On-time,Dealer,F**** O*******
C0448,"Mining, metals & minerals",Small,6.6,12,Webinar,8,0.5,Sakarya,Arifiye,Valves,Process safety & automation,Monthly,23,Pending,8,On-time,Sales Rep,B**** K*******
C0449,Vehicles,Small,4.6,14,LinkedIn Ads,9,0.9,Eskisehir,Odunpazari,Vehicle controls & automation,Transmissions,Quarterly,71,Pending,3,On-time,Dealer,D**** S*******
C0450,Aerospace,Small,7.4,10,Trade Show,5,0.4,Izmir,Bornova,Electrical circuit protection,Actuators & motion control,Monthly,21,Active,11,On-time,Dealer,B**** K*******
C0451,Healthcare,Small,8.4,26,Email,2,0.7,Ankara,Yenimahalle,Life support systems,Safety & emergency comms,Occasionally,355,Pending,2,Occasional delay,Sales Rep,E**** T*******
C0452,Healthcare,Medium,28.3,30,Content Marketing,4,1.3,Istanbul,Beylikduzu,Life support systems,Electronic components,Monthly,23,Active,13,On-time,Email,F**** O*******
C0453,Machine building,Medium,36.0,25,Webinar,10,1.4,Bursa,Nilufer,Hydraulic motors & generators,Clutches and brakes,Monthly,13,Active,14,On-time,Sales Rep,A**** Y*******
C0454,Aerospace,Medium,42.5,42,Webinar,8,1.0,Sakarya,Serdivan,Actuators & motion control,Engine solutions,Monthly,25,Active,14,Occasional delay,Email,G**** R*******
C0455,Aerospace,Small,8.1,11,LinkedIn Ads,2,0.9,Bursa,Nilufer,Engine solutions,Actuators & motion control,Monthly,14,Active,8,On-time,Dealer,C**** D*******
C0456,Data centres,Medium,21.0,28,Trade Show,4,0.5,Konya,Selcuklu,Low-voltage power systems,"Server racks, enclosures",Monthly,5,Active,15,On-time,Sales Rep,H**** N*******
C0457,Residential,Small,8.9,24,Trade Show,7,0.2,Bursa,Nilufer,Electronic components,Conduit & cable management,Quarterly,82,Active,5,On-time,Online,A**** Y*******
C0458,Residential,Small,5.6,18,SEM,6,0.7,Zonguldak,Kozlu,Wiring devices & connectivity,Conduit & cable management,Monthly,16,Expired,10,On-time,Online,F**** O*******
C0459,Food & beverage,Small,2.3,24,SEM,12,0.9,Izmir,Bornova,Valves,Filtration solutions,Quarterly,68,Pending,3,On-time,Sales Rep,H**** N*******
C0460,Utilities,Small,5.0,29,Email,3,1.0,Istanbul,Umraniye,Utility & grid solutions,Medium-voltage power systems,Yearly,285,Active,1,Occasional delay,Sales Rep,C**** D*******
